file_path,SMILES
real/patent_images/WO2025235957_310.png,C=C(c1nc(/C=C/CNC(=O)[C@@H]2C[C@@H]2C)cc2c(N[C@@H]3CCN(C)C[C@@H]3F)cccc12)C(F)(F)F
real/patent_images/WO2025235957_785.png,C=C(c1nc(C=CCNC(=O)c2cc(OC(F)F)n(C)n2)cc2c(N[C@@H]3CCN(C)C[C@@H]3F)cccc12)C(F)(F)F
real/patent_images/WO2025235957_861.png,C=C(c1nc2cc3c(cccc13)N[C@@H]1CCN(CCCCCCCCCn3ccc(n3)C(=O)NC/C=C/2)C[C@@H]1F)C(F)(F)F
real/patent_images/WO_2026024861_A1_99.png,CNC(=O)c1ccc(NCC#Cc2cc3c(N[C@@H]4CC[C@@H]5CC[C@H]4N5)cccn3c2SC(F)(F)F)c(OC)c1
real/patent_images/WO_2026024861_A1_79.png,O=C(NCC#Cc1nn2c(N[C@@H]3CCN(C4CS(=O)(=O)C4)C[C@@H]3F)cccc2c1SC(F)(F)F)C1CC1
real/patent_images/WO_2026024861_A1_148.png,CN1C2CC[C@@H]1[C@H](Nc1cccn3c(SC(F)(F)F)c(C#CCNC(=O)c4cnn(C)c4)cc13)CC2
real/patent_images/WO_2026024861_A1_89.png,CNC(=O)c1ccc(OC)c(NCC#Cc2nn3c(N[C@]45CCN(CC(C)(C)O)C[C@H]4C5)cccc3c2SC(F)(F)F)c1
real/patent_images/WO_2026024861_A1_64.png,CNC(=O)NCC#Cc1nn2c(NC3CCN(C4(C)COC4)CC3)cccc2c1SC(F)(F)F
real/patent_images/WO_2026024861_A1_44.png,COc1cc(P(C)(C)=O)ccc1NCC#Cc1nc2c(N[C@@H]3CCN(C4(C)COC4)C[C@@H]3F)nccn2c1SC(F)(F)F
real/patent_images/WO_2026024861_A1_83.png,COc1cc(P(C)(C)=O)ccc1NCC#Cc1nn2c(N[C@@H]3CCC4CC[C@H]3N4C3(C)COC3)cccc2c1SC(F)(F)F
real/patent_images/WO_2026024861_A1_46.png,COc1cc(S(C)(=O)=O)ccc1NCC#Cc1nn2c(N[C@@H]3CCN(C4CS(=O)(=O)C4)C[C@@H]3F)cccc2c1SC(F)(F)F
real/patent_images/WO_2026024861_A1_185.png,CNC(=O)c1ccc(NCC#Cc2nn3c(N[C@@]45C[C@@H]4CN(C)C[C@@H]5F)cccc3c2SC(F)(F)F)c(OC)c1
real/patent_images/WO_2026024861_A1_1.png,COc1cc(P(C)(C)=O)ccc1NCC#Cc1nn2c(NC34CCN(C)CC3C4)cccc2c1SC(F)(F)F
real/patent_images/WO_2026024861_A1_11.png,CC(C)(O)Cn1cc(C(=O)NCC#Cc2nn3c(N[C@@H]4CCN(C5(C)COC5)C[C@@H]4F)cccc3c2SC(F)(F)F)cn1
real/patent_images/WO_2026024861_A1_85.png,CC(C)(C)n1cc(C(=O)NCC#Cc2nc3c(N[C@@H]4CCN(C5(C#N)COC5)C[C@@H]4F)cccn3c2SC(F)(F)F)cn1
real/patent_images/WO_2026024861_A1_128.png,COCCN1CC[C@@]2(Nc3cccc4c(SC(F)(F)F)c(C#CCNC(=O)c5cnn(C)c5)nn34)C[C@H]2C1
real/patent_images/WO_2026024861_A1_29.png,COc1cc(S(C)(=O)=O)ccc1NCC#Cc1nn2c(NC3CCN(C4(C)COC4)CC3)cccc2c1SC(F)(F)F
real/patent_images/WO_2026024861_A1_57.png,CN1[C@H]2CC[C@@H]1[C@H](Nc1cccc3c(SC(F)(F)F)c(C#CCNC(=O)c4cnn(C)c4)nn13)CC2
real/patent_images/WO_2026024861_A1_3.png,COc1cc(P(C)(C)=O)ccc1NCC#Cc1nn2c(NC34CCCC(N5CC6(COC6)C5)(C3)C4)cccc2c1SC(F)(F)F
real/patent_images/WO_2026024861_A1_4.png,O=C(NCC#Cc1nn2c(NC34CCCC(N5CC6(COC6)C5)(C3)C4)cccc2c1SC(F)(F)F)c1cnn(C2CC2)c1
real/patent_images/WO_2026024861_A1_157.png,CNC(=O)c1ccc(OC)c(NCC#Cc2nn3c(N[C@]45CCN(CCO)C[C@H]4C5)cccc3c2SC(F)(F)F)c1
real/patent_images/WO_2026024861_A1_7.png,CC(=O)NCC#Cc1nn2c(NC34CCCC(N)(C3)C4)cccc2c1SC(F)(F)F
real/patent_images/WO_2026024861_A1_150.png,CNC(=O)[C@@H]1C[C@H]1C(=O)NCC#Cc1cc2c(N[C@@H]3CC[C@@H]4CC[C@H]3N4C)cccn2c1SC(F)(F)F
real/patent_images/WO_2026024861_A1_102.png,CNC(=O)c1ccc(NCC#Cc2nn3c(N[C@@H]4CC[C@@H]5CC[C@H]4N5CC(=O)N(C)C)cccc3c2SC(F)(F)F)c(OC)c1
real/patent_images/WO_2026024861_A1_156.png,CNC(=O)c1ccc(OC)c(NCC#Cc2nn3c(N[C@]45CCN(CCO)C[C@@H]4C5)cccc3c2SC(F)(F)F)c1
real/patent_images/WO_2026024861_A1_51.png,CC(=O)NCC#Cc1nn2c(N[C@]34C[C@@H]5CC[C@H]([C@H]3C4)N5C)cccc2c1SC(F)(F)F
real/patent_images/WO_2026024861_A1_100.png,COc1cc(P(C)(C)=O)ccc1NCC#Cc1cc2c(N[C@@H]3CC[C@@H]4CC[C@H]3N4CCF)cccn2c1SC(F)(F)F
real/patent_images/WO_2026024861_A1_86.png,CC1(N2CC[C@@H](Nc3cccn4c(SC(F)(F)F)c(C#CCNC(=O)c5cnn(C(C)(C)C)c5)nc34)[C@@H](F)C2)COC1
real/patent_images/WO_2026024861_A1_125.png,CN1CC[C@]2(Nc3cccc4c(SC(F)(F)F)c(C#CCNC(=O)c5cnn(C6COC6)c5)nn34)C[C@@H]2C1
real/patent_images/WO_2026024861_A1_33.png,CC(C)(C)n1cc(C(=O)NCC#Cc2nn3c(NC4CCN(C5(C#N)COC5)CC4)cccc3c2SC(F)(F)F)cn1
real/patent_images/WO_2026024861_A1_90.png,CNC(=O)c1ccc(OC)c(NCC#Cc2nn3c(N[C@@]45CCN(CC(C)(C)O)C[C@@H]4C5)cccc3c2SC(F)(F)F)c1
real/patent_images/WO_2026024861_A1_186.png,CNC(=O)c1ccc(NCC#Cc2nn3c(N[C@]45C[C@H]4CN(C)C[C@H]5F)cccc3c2SC(F)(F)F)c(OC)c1
real/patent_images/WO_2026024861_A1_38.png,CN(C)C12CCC(Nc3cccc4c(SC(F)(F)F)c(C#CCNC(=O)c5cnn(CC(C)(C)O)c5)nn34)(C1)C2
real/patent_images/WO_2026024861_A1_75.png,COc1cc(P(C)(C)=O)ccc1NCC#Cc1nn2c(NC34CCC(N5CC6(COC6)C5)(C3)C4)cccc2c1SC(F)(F)F
real/patent_images/WO_2026024861_A1_143.png,COc1cc(C(=O)NC[C@@H](C)O)ccc1NCC#Cc1nn2c(N[C@@]34CCN(C5CS(=O)(=O)C5)C[C@@H]3C4)cccc2c1SC(F)(F)F
real/patent_images/Compound_101_WO2026024861.png,CNC(=O)c1ccc(OC)c(NCC#Cc2nn3c(N[C@@H]4CC[C@H]5CC[C@H]4N5CCO)cccc3c2SC(F)(F)F)c1
real/patent_images/Compound_103_WO2026024861.png,CNC(=O)CN1[C@H]2CC[C@@H]1[C@H](Nc1cccc3c(SC(F)(F)F)c(C#CCNC(=O)c4cnn(C)c4)nn13)CC2
real/patent_images/Compound_105_WO2026024861.png,Cn1cc(C(=O)NCC#Cc2nn3c(N[C@@H]4CC[C@@H]5CC[C@H]4N5CCC#N)cccc3c2SC(F)(F)I)cn1
real/patent_images/Compound_106_WO2026024861.png,Cn1cc(C(=O)NCC#Cc2nn3c(N[C@@H]4CC[C@@H]5CC[C@H]4N5CCO)cccc3c2SC(F)(F)F)cn1
real/patent_images/Compound_107_WO2026024861.png,Cn1cc(C(=O)NCC#Cc2nn3c(N[C@@H]4CC[C@@H]5CC[C@H]4N5CCS(C)(=O)=O)cccc3c2SC(F)(F)F)cn1
real/patent_images/Compound_108_WO2026024861.png,CN(C)CC(=O)N1[C@H]2CC[C@@H]1[C@H](Nc1cccc3c(SC(F)(F)F)c(C#CCNC(=O)c4cnn(C)c4)nn13)CC2
real/patent_images/Compound_109_WO2026024861.png,CNC(=O)CCN1[C@H]2CC[C@@H]1[C@H](Nc1cccc3c(SC(F)(F)F)c(C#CCNC(=O)c4cnn(C)c4)nn13)CC2
real/patent_images/Compound_110_WO2026024861.png,CNC(=O)CN1[C@@H]2CC[C@@H]1[C@H](Nc1cccc3c(SC(F)(F)F)c(C#CCNc4cc(C(=O)NC)ccc4OC)nn13)CC2
real/patent_images/Compound_115_WO2026024861.png,CC(C)(O)Cn1cc(C(=O)NCC#Cc2nn3c(N[C@@H]4CC[C@@H]5CC[C@H]4N5)cccc3c2SC(F)(F)F)cn1
real/patent_images/Compound_119_WO2026024861.png,Cn1cc(C(=O)NCC#Cc2nn3c(N[C@@H]4CC[C@H]5CC[C@H]4N5CCF)cccc3c2SC(F)(F)F)cn1
real/patent_images/Compound_122_WO2026024861.png,CNC(=O)c1ccc(OC)c(NCC#Cc2cc3c(N[C@@]45CCN(C)C[C@@H]4C5)cccn3c2SC(F)(F)F)c1
real/patent_images/Compound_123_WO2026024861.png,CNC(=O)c1ccc(OC)c(NCC#Cc2cc3c(N[C@]45CCN(C)C[C@H]4C5)cccn3c2SC(F)(F)F)c1
real/patent_images/Compound_130_WO2026024861.png,CC(=O)NCC#Cc1nn2c(N[C@@H]3CC[C@@H]4CC[C@H]3N4)cccc2c1SC(F)(F)F
real/patent_images/Compound_131_WO2026024861.png,O=C(NCC#Cc1nn2c(N[C@@H]3CC[C@@H]4CC[C@H]3N4)cccc2c1SC(F)(F)F)c1cnn(C2CC2)c1
real/patent_images/Compound_133_WO2026024861.png,CN1[C@H]2CC[C@@H]1[C@H](Nc1cccc3c(SC(F)(F)F)c(C#CCNC(=O)c4cnn(C)c4)nn13)CC2
real/patent_images/Compound_134_WO2026024861.png,CN1[C@H]2CC[C@@H]1[C@@]1(Nc3nccn4c(SC(F)(F)F)c(C#CCNC(=O)c5cnn(C)c5)cc34)CC1C2
real/patent_images/Compound_135_WO2026024861.png,Cc1ncc(C(=O)NCC#Cc2cc3c(N[C@@H]4CC[C@@H]5CC[C@H]4N5C)nccn3c2SC(F)(F)F)s1
real/patent_images/Compound_136_WO2026024861.png,CNC(=O)c1ccc(NCC#Cc2nn3c(N[C@@H]4CC[C@@H]5CC[C@H]4N5C)cccc3c2SC(F)(F)F)c(OC)c1
real/patent_images/Compound_137_WO2026024861.png,COc1cc(C(=O)NC[C@@H](C)O)ccc1NCC#Cc1nn2c(N[C@@]34CCN(C)C[C@@H]3C4)cccc2c1SC(F)(F)F
real/patent_images/Compound_138_WO2026024861.png,COc1cc(C(=O)NC[C@@H](C)O)ccc1NCC#Cc1nn2c(N[C@]34CCN(C)C[C@H]3C4)cccc2c1SC(F)(F)F
real/patent_images/Compound_141_WO2026024861.png,CNC(=O)c1ccc(NCC#Cc2nn3c(N[C@@]45CCN(C6C[S@SP1](=O)(=O)C6)C[C@@H]4C5)cccc3c2SC(F)(F)F)c(OC)c1
real/patent_images/Compound_142_WO2026024861.png,CNC(=O)c1ccc(NCC#Cc2nn3c(N[C@]45CCN(C6C[S@SP1](=O)(=O)C6)C[C@H]4C5)cccc3c2SC(F)(F)F)c(OC)c1
real/patent_images/Compound_147_WO2026024861.png,Cn1cc(C(=O)NCC#Cc2cc3c(N[C@@H]4CC[C@@H]5CC[C@H]4N5)cccn3c2SC(F)(F)F)cn1
real/patent_images/Compound_151_WO2026024861.png,CNC(=O)[C@H]1C[C@@H]1C(=O)NCC#Cc1cc2c(N[C@@H]3CC[C@@H]4CC[C@H]3N4C)cccn2c1SC(F)(F)F
real/patent_images/Compound_152_WO2026024861.png,COc1cc(C(=O)N2CC(C)(O)C2)ccc1NCC#Cc1cc2c(N[C@@H]3CC[C@H]4CC[C@H]3N4C)cccn2c1SC(F)(F)F
real/patent_images/Compound_154_WO2026024861.png,COc1cc(C(=O)NC2(C)COC2)ccc1NCC#Cc1cc2c(N[C@@H]3CC[C@H]4CC[C@H]3N4C)cccn2c1SC(F)(F)F
real/patent_images/Compound_155_WO2026024861.png,COc1cc(C(=O)NC[C@@H](C)O)ccc1NCC#Cc1cc2c(N[C@@H]3CCC4CC[C@H]3N4C)cccn2c1SC(F)(F)F
real/patent_images/Compound_160_WO2026024861.png,COc1ccc(C(=O)NC[C@@H](C)O)cc1NCC#Cc1nn2c(N[C@@H]3CCC4CC[C@H]3N4C)cccc2c1SC(F)(F)F
real/patent_images/Compound_161_WO2026024861.png,COc1cc(C(=O)N(C)C)ccc1NCC#Cc1nn2c(N[C@@H]3CC[C@H]4CC[C@H]3N4C)cccc2c1SC(F)(F)F
real/patent_images/Compound_162_WO2026024861.png,COc1cc(C(=O)N(C)C)ccc1NCC#Cc1nn2c(N[C@@H]3CC[C@H]4CC[C@H]3N4CCO)cccc2c1SC(F)(F)F
real/patent_images/Compound_163_WO2026024861.png,Cc1ncc(C(=O)NCC#Cc2nn3c(N[C@@H]4CC[C@@H]5CC[C@H]4N5C)cccc3c2SC(F)(F)F)s1
real/patent_images/Compound_164_WO2026024861.png,COc1cc([P@SP3](C)(C)=O)ccc1NCC#Cc1nn2c(N[C@@H]3CC[C@@H]4CC[C@H]3N4)cccc2c1SC(F)(F)F
real/patent_images/Compound_165_WO2026024861.png,CNC(=O)c1ccc(OC)c(NCC#Cc2cc3c(N[C@@H]4CC[C@H]5CC[C@H]4N5C)nccn3c2SC(F)(F)F)c1
real/patent_images/Compound_166_WO2026024861.png,CNC(=O)c1ccc(NCC#Cc2nc3c(N[C@@H]4CC[C@@H]5CC[C@H]4N5)nccn3c2SC(F)(F)F)c(OC)c1
real/patent_images/Compound_167_WO2026024861.png,CNC(=O)c1ccc(NCC#Cc2nc3c(N[C@@H]4CC[C@@H]5CC[C@H]4N5C)nccn3c2SC(F)(F)F)c(OC)c1
real/patent_images/Compound_168_WO2026024861.png,CNC(=O)c1ccc(OC)c(NCC#Cc2nc3c(N[C@@H]4CC[C@@H]5CC[C@H]4N5C)nccn3c2SC(F)(F)F)c1
real/patent_images/Compound_169_WO2026024861.png,Cc1ncc(C(=O)NCC#Cc2nc3c(N[C@@H]4CC[C@@H]5CC[C@H]4N5C)nccn3c2SC(F)(F)F)s1
real/patent_images/Compound_171_WO2026024861.png,CNC(=O)c1ccc(NCC#Cc2cc3c(N[C@@H]4CC[C@@H]5CC[C@H]4N5CCF)cccn3c2SC(F)(F)F)c(OC)c1
real/patent_images/Compound_189_WO2026024861.png,CN1[C@H]2CC[C@@H]1[C@H](Nc1nccn3c(SC(F)(F)F)c(C#CCNC(=O)c4cnn(C(C)(C)C)c4)nc13)CC2
real/patent_images/Compound_190_WO2026024861.png,CNC(=O)c1ccc(OC)c(NCC#Cc2nc3c(N[C@@H]4CC[C@@H]5CC[C@H]4N5)nccn3c2SC(F)(F)F)c1
real/patent_images/Compound_53_WO2026024861.png,CC(=O)NCC#Cc1nn2c(N[C@@H]3CC[C@@H]4CC[C@H]3N4C)cccc2c1SC(F)(F)F
real/patent_images/Compound_54_WO2026024861.png,CN1[C@H]2CC[C@@H]1[C@H](Nc1cccc3c(SC(F)(F)F)c(C#CCNC(=O)c4cnn(C5CC5)c4)nn13)CC2
real/patent_images/Compound_55_WO2026024861.png,CNC(=O)NCC#Cc1nn2c(N[C@@H]3CC[C@@H]4CC[C@H]3N4C)cccc2c1SC(F)(F)F
real/patent_images/Compound_56_WO2026024861.png,Cc1ncc(C(=O)NCC#Cc2nn3c(N[C@@H]4CC[C@@H]5CC[C@H]4N5C)cccc3c2SC(F)(F)F)s1
real/patent_images/Compound_68_WO2026024861.png,Cn1cc(C(=O)NCC#Cc2nn3c(NC45CCN(C6(C)COC6)CC4C5)cccc3c2SC(F)(F)F)cn1
real/patent_images/Compound_71_WO2026024861.png,Cn1cc(C(=O)NCC#Cc2nn3c(NC45CCN(C6(C)COC6)CC4C5)cccc3c2SC(F)(F)F)cn1
real/patent_images/Compound_72_WO2026024861.png,Cn1cc(C(=O)NCC#Cc2cc3c(NC45CCN(C6(C)COC6)CC4C5)nccn3c2SC(F)(F)F)cn1
real/patent_images/Compound_76_WO2026024861.png,COc1cc([P@SP3](C)(C)=O)ccc1NCC#Cc1nn2c(NC34CCCC(N)(C3)C4)cccc2c1SC(F)(F)F
real/patent_images/Compound_77_WO2026024861.png,COc1cc([P@SP3](C)(C)=O)ccc1NCC#Cc1nn2c(NC34CCC(N)(C3)C4)cccc2c1SC(F)(F)F
real/patent_images/Compound_82_WO2026024861.png,COc1cc([P@SP3](C)(C)=O)ccc1NCC#Cc1nn2c(N[C@@H]3CCC4CC[C@H]3N4C)cccc2c1SC(F)(F)F
real/patent_images/Compound_88_WO2026024861.png,CNC(=O)c1ccc(OC)c(NCC#Cc2nn3c(N[C@@H]4CCC5CC[C@H]4N5C)cccc3c2SC(F)(F)F)c1
real/patent_images/Compound_91_WO2026024861.png,CNC(=O)c1ccc(OC)c(NCC#Cc2nn3c(N[C@@]45CCN(C)C[C@@H]4C5)cccc3c2SC(F)(F)F)c1
real/patent_images/Compound_92_WO2026024861.png,CNC(=O)c1ccc(OC)c(NCC#Cc2nn3c(N[C@]45CCN(C)C[C@H]4C5)cccc3c2SC(F)(F)F)c1
real/patent_images/Compound_93_WO2026024861.png,COc1cc(C(=O)NC[C@@H](C)O)ccc1NCC#Cc1cc2c(N[C@@H]3CCC4CC[C@H]3N4C)nccn2c1SC(F)(F)F
real/patent_images/Compound_94_WO2026024861.png,COc1cc(C(=O)N2CC(C)(O)C2)ccc1NCC#Cc1cc2c(N[C@@H]3CCC4CC[C@H]3N4C)nccn2c1SC(F)(F)F
real/patent_images/Compound_95_WO2026024861.png,COc1cc(C(=O)NC2COC2)ccc1NCC#Cc1cc2c(N[C@@H]3CCC4CC[C@H]3N4C)nccn2c1SC(F)(F)F
real/patent_images/Compound_96_WO2026024861.png,COc1cc(C(=O)NC2(C)COC2)ccc1NCC#Cc1cc2c(N[C@@H]3CCC4CC[C@H]3N4C)nccn2c1SC(F)(F)F
real/patent_images/Compound_97_WO2026024861.png,COc1cc([P@SP1](C)(C)=O)ccc1NCC#Cc1cc2c(N[C@@H]3CC[C@@H]4CC[C@H]3N4)cccn2c1SC(F)(F)F
